,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
918,000426.SZ,20140102,7.5,7.6,7.42,7.56,7.49,0.07,0.93,18273.49,13781.0051
917,000426.SZ,20140103,7.55,7.62,7.45,7.54,7.56,-0.02,-0.26,17458.17,13135.9783
916,000426.SZ,20140106,7.59,7.59,7.33,7.34,7.54,-0.2,-2.65,26137.96,19462.3448
915,000426.SZ,20140107,7.34,7.43,7.29,7.35,7.34,0.01,0.14,18235.31,13418.4028
914,000426.SZ,20140108,7.36,7.45,7.2,7.25,7.35,-0.1,-1.36,20719.36,15149.8813
913,000426.SZ,20140109,7.29,7.33,7.18,7.19,7.25,-0.06,-0.83,17651.62,12818.5318
912,000426.SZ,20140110,7.18,7.25,6.91,7.0,7.19,-0.19,-2.64,23961.5,16948.9909
911,000426.SZ,20140113,7.0,7.18,6.93,7.05,7.0,0.05,0.71,18261.73,12917.3287
910,000426.SZ,20140114,7.0,7.14,6.98,7.11,7.05,0.06,0.85,13744.28,9731.7578
909,000426.SZ,20140115,7.08,7.11,7.01,7.07,7.11,-0.04,-0.56,13119.85,9256.1863
908,000426.SZ,20140116,7.11,7.3,7.0,7.17,7.07,0.1,1.41,37522.64,26797.5037
907,000426.SZ,20140117,7.17,7.19,7.0,7.0,7.17,-0.17,-2.37,19400.99,13687.9211
906,000426.SZ,20140120,6.94,6.95,6.81,6.82,7.0,-0.18,-2.57,25079.64,17245.4561
905,000426.SZ,20140121,6.77,6.98,6.77,6.94,6.82,0.12,1.76,28063.18,19279.462
904,000426.SZ,20140122,6.94,7.15,6.88,7.08,6.94,0.14,2.02,29812.88,20982.2839
903,000426.SZ,20140123,7.07,7.1,7.01,7.03,7.08,-0.05,-0.71,22416.03,15818.1215
902,000426.SZ,20140124,7.03,7.25,7.03,7.18,7.03,0.15,2.13,37770.21,27097.1315
901,000426.SZ,20140127,7.23,7.23,7.07,7.12,7.18,-0.06,-0.84,26727.11,19014.4131
900,000426.SZ,20140128,7.14,7.18,7.07,7.1,7.12,-0.02,-0.28,21039.71,14970.1574
899,000426.SZ,20140129,7.11,7.16,7.06,7.16,7.1,0.06,0.85,15313.52,10907.4906
898,000426.SZ,20140130,7.13,7.21,7.09,7.14,7.16,-0.02,-0.28,18829.53,13446.4457
